state;year;population;expenditures;electricity_cap;logexpenditures;logelectricity_cap;logpopulation
Andhra Pradesh;1960;35378356;16.8012329346225;277602;2.821452272682;12.5339437121998;17.3816107786858
Andhra Pradesh;1961;35896376;17.0435032216065;270638;2.83576908839328;12.5085374135367;17.3961469012878
Andhra Pradesh;1962;36553750;17.9516465478918;259470;2.88768184041494;12.4663963679687;17.4142943380763
Andhra Pradesh;1963;37250840;19.8572703326959;296851;2.98857020368694;12.6009856083979;17.4331850528712
Andhra Pradesh;1964;37962090;22.943942232896;324210;3.13305394667067;12.6891467329653;17.4520985881461
Andhra Pradesh;1965;38687820;25.2896131133778;352628;3.23039376255686;12.7731689558895;17.4710353797804
Andhra Pradesh;1966;39428340;26.4454450783371;472628;3.27508393471615;13.0660638887002;17.4899954050437
Andhra Pradesh;1967;40183976;22.9046523420181;640835;3.13134004896628;13.3705272924707;17.5089788671592
Andhra Pradesh;1968;40955064;29.7252618137772;673900;3.39199725040272;13.4208370109343;17.5279860236214
Andhra Pradesh;1969;41741944;45.8699288178816;673900;3.82580975678493;13.4208370109343;17.5470170325585
Andhra Pradesh;1970;42544970;35.9760507528857;608100;3.58285346021029;13.3180946211082;17.5660721921298
Andhra Pradesh;1971;43364490;39.7560307984713;608100;3.68276154779283;13.3180946211082;17.5851514613951
Andhra Pradesh;1972;44246744;55.3826062319975;719000;4.01426557752385;13.4856166367032;17.60529234479
Andhra Pradesh;1973;45160150;63.3478852483882;670000;4.14864152417978;13.4150329913671;17.6257256187637
Andhra Pradesh;1974;46096644;65.4472807174423;890000;4.18124494401291;13.6989767417083;17.6462507070523
Andhra Pradesh;1975;47056924;73.0221975410037;890000;4.29076347083084;13.6989767417083;17.6668685757613
Andhra Pradesh;1976;48041730;89.8073404100976;1200000;4.49766671372803;13.9978321147582;17.6875805661846
Andhra Pradesh;1977;49051850;110.211949192538;1520000;4.70240532271472;14.2342208928225;17.7083884598801
Andhra Pradesh;1978;50088050;120.330098696196;1520000;4.79023878866245;14.2342208928225;17.7292930146499
Andhra Pradesh;1979;51151176;145.701439982533;1930000;4.98155959635433;14.4730305608811;17.7502960413
Andhra Pradesh;1980;52242056;164.178071399028;2240000;5.100951639982;14.6219864238312;17.7713983989727
Andhra Pradesh;1981;53361590;192.990876021498;2240000;5.2626429132874;14.6219864238312;17.7926017567289
Andhra Pradesh;1982;54512804;200.985808765221;2678000;5.30323430240845;14.8005808052333;17.8139461678202
Andhra Pradesh;1983;55693104;278.878332944057;2830000;5.63077560407189;14.8557872696194;17.8353668911288
Andhra Pradesh;1984;56902720;326.968552645638;3156000;5.7898639969933;14.9648159609479;17.8568537011175
Andhra Pradesh;1985;58142484;355.057069801146;3156000;5.87227853655814;14.9648159609479;17.8784071766405
Andhra Pradesh;1986;59413264;414.16845908348;3595000;6.02627279706026;15.0950545491373;17.9000280590685
Andhra Pradesh;1987;60715936;420.056111792463;3595000;6.04038830185966;15.0950545491373;17.9217167586404
Andhra Pradesh;1988;62051440;505.119623331868;3595000;6.22479527910911;15.0950545491373;17.9434742764367
Andhra Pradesh;1989;63420710;532.840140074118;4064000;6.27822145436536;15.2176782682405;17.9653010222184
Andhra Pradesh;1990;64824720;608.089012956786;4064000;6.41032127413976;15.2176782682405;17.9871975700584
Andhra Pradesh;1991;66264496;690.066366761471;4064000;6.53678777667822;15.2176782682405;18.0091648064429
Andhra Pradesh;1992;67231380;746.358322557115;4064000;6.61520581002815;15.2176782682405;18.0236506607852
Assam;1960;10455499;22.9544280956844;19260;3.13351086324072;9.86578568535212;16.1626386180655
Assam;1961;10781763;23.8087221913522;24726;3.17005199216878;10.1156106005669;16.1933666536726
Assam;1962;11109991;26.8497067189343;26663;3.2902548979505;10.1910321155339;16.2233553515345
Assam;1963;11446597;29.1090880547293;29365;3.37105042970684;10.2875587679566;16.2532030385501
Assam;1964;11793791;32.2542598898013;54302;3.47365012412496;10.9023163376563;16.2830837645106
Assam;1965;12151926;42.3471966501442;159537;3.7459022241053;11.9800311492266;16.3129982337066
Assam;1966;12521364;46.1052006794148;159507;3.83092575664219;11.9798430873914;16.342946863389
Assam;1967;12902486;44.7123135804991;156675;3.80024893528372;11.9619288750929;16.3729305639434
Assam;1968;13295682;50.7457985231596;158200;3.92682882677381;11.9716153343157;16.4029498788238
Assam;1969;13701358;59.8334851187743;158200;4.09156545606103;11.9716153343157;16.4330055099735
Assam;1970;14119931;56.55126784968;179700;4.03514762228746;12.0990440727716;16.4630979033319
Assam;1971;14551839;57.277983902928;179700;4.04791632480753;12.0990440727716;16.4932279353476
Assam;1972;14882493;59.3045802205316;210000;4.08268654114123;12.2548628096996;16.5156961136585
Assam;1973;15197465;59.0822219363558;197000;4.07893006589904;12.1909590077201;16.536639195592
Assam;1974;15519304;67.4901400217432;197000;4.21198151345672;12.1909590077201;16.5575952263529
Assam;1975;15848166;74.2861981632449;197000;4.30792517623493;12.1909590077201;16.5785643418135
Assam;1976;16184211;76.5190221506628;160000;4.33753936548704;11.982929094216;16.5995466953127
Assam;1977;16527602;103.130508587997;172000;4.63599525983911;12.0552497557956;16.6205423897031
Assam;1978;16878506;110.602206143127;172000;4.70594003593384;12.0552497557956;16.6415515361061
Assam;1979;17237096;122.393006339351;162000;4.8072372306954;11.9953516142145;16.6625743635357
Assam;1980;17603548;143.618775033306;228000;4.96716239342498;12.3371009079366;16.6836110306008
Assam;1981;17978038;155.37290554175;333000;5.0458280697191;12.7158977689626;16.7046614598078
Assam;1982;18369424;180.658903621583;334000;5.19661074296412;12.7188962719588;16.7261981012288
Assam;1983;18771388;265.142886610196;349000;5.58026887542842;12.7628272011846;16.7478443536177
Assam;1984;19182442;302.709112843923;432000;5.71277232077413;12.9761808672262;16.7695059394402
Assam;1985;19602800;330.942518415737;432000;5.80194469992094;12.9761808672262;16.7911829711405
Assam;1986;20032686;400.07116369717;507000;5.99164244052693;13.1362662825733;16.8128757975033
Assam;1987;20472320;449.323769851194;507000;6.10774371886368;13.1362662825733;16.8345842878055
Assam;1988;20921940;469.220349546935;507000;6.15107248656973;13.1362662825733;16.8563089270871
Assam;1989;21381776;524.7365794123;537000;6.26289638317083;13.193753373491;16.8780495283993
Assam;1990;21852080;602.528454957148;537000;6.40113489239424;13.193753373491;16.8998066694832
Assam;1991;22333094;718.489789189084;537000;6.57715149412942;13.193753373491;16.9215801722118
Assam;1992;22736996;694.414512805473;537000;6.54306906290521;13.193753373491;16.9395039355376
Bihar;1960;45470924;9.44119807198112;267813;2.24508288650924;12.4980442547503;17.6325836466856
Bihar;1961;46306516;11.1085878281147;353289;2.40771848739212;12.7750416978498;17.6507932434956
Bihar;1962;47196570;10.6045841890629;50141;2.36128637829585;10.8225943156698;17.6698317784237
Bihar;1963;48112690;10.3590133912695;81474;2.33785699979349;11.3080392299268;17.689056525644
Bihar;1964;49047980;10.4856509890927;503504;2.35000775008439;13.1293469354985;17.7083095606608
Bihar;1965;50002870;13.1212468404314;92206;2.57423281257;11.4317804833492;17.7275909617451
Bihar;1966;50977840;18.0117478496539;139684;2.89102420332146;11.8471380075477;17.7469015864579
Bihar;1967;51973350;19.9525333656576;189487;2.99335612102111;12.1520756995683;17.7662416451727
Bihar;1968;52989890;16.048344316246;239200;2.77560568638859;12.3850553010586;17.7856116986034
Bihar;1969;54027950;24.5132380554879;239200;3.19921330042107;12.3850553010586;17.8050120632163
Bihar;1970;55088040;20.9228718248099;499100;3.04084290629571;13.1205617554577;17.8244431906711
Bihar;1971;56170696;27.865063306319;499100;3.32737369291266;13.1205617554577;17.8439057553879
Bihar;1972;57362040;36.2121012432612;603000;3.58939335145766;13.3096724757093;17.8648933184768
Bihar;1973;58599350;34.6573810119054;604000;3.54551071916779;13.311329476917;17.8862341623356
Bihar;1974;59866810;37.7220700418145;604000;3.63024533541678;13.311329476917;17.9076328193708
Bihar;1975;61165300;41.7377173004955;604000;3.7314052116173;13.311329476917;17.9290905932169
Bihar;1976;62495704;41.358042786429;712000;3.72226690766919;13.4758331903941;17.9506083763442
Bihar;1977;63858960;48.0746946082429;890000;3.87275593905202;13.6989767417083;17.9721874594935
Bihar;1978;65256030;58.9646657941036;890000;4.07693837965686;13.6989767417083;17.9938290136903
Bihar;1979;66687920;68.6556125907061;890000;4.22910288547378;13.6989767417083;18.0155343850383
Bihar;1980;68155650;92.316631123025;941000;4.52522431079224;13.7546984185675;18.0373046180262
Bihar;1981;69660300;121.594365800894;940000;4.80069063458439;13.7536351542462;18.0591411295251
Bihar;1982;71156310;137.786796420444;1051000;4.92570753701091;13.8652526498591;18.0803895644427
Bihar;1983;72675600;137.683073823952;1160000;4.92495447751078;13.9639305630825;18.1015162603091
Bihar;1984;74227630;156.374385117779;1374000;5.05225303667881;14.1332367517644;18.122647010792
Bihar;1985;75813110;196.066353167678;1374000;5.27845313850973;14.1332367517644;18.1437817908027
Bihar;1986;77432770;202.082399996797;1595000;5.30867553500037;14.2823842942011;18.1649206339707
Bihar;1987;79087340;219.882221351736;1595000;5.39309204550526;14.2823842942011;18.1860633693595
Bihar;1988;80777610;273.065766615279;1595000;5.60971266952508;14.2823842942011;18.2072103811305
Bihar;1989;82504330;299.015821351437;1549000;5.70049648620963;14.253120119399;18.2283613347761
Bihar;1990;84268310;371.274800693167;1549000;5.91694249109959;14.253120119399;18.249516432961
Bihar;1991;86070370;423.620811668406;1549000;6.04883874299349;14.253120119399;18.270675775443
Bihar;1992;88118190;470.162857407761;1549000;6.15307913980796;14.253120119399;18.294189539515
Gujarat;1960;20067098;14.6707809968337;320634;2.68585782842246;12.6780555646887;16.8145921163965
Gujarat;1961;20551470;17.2055818878163;363957;2.84523385953288;12.8047910077726;16.8384430291949
Gujarat;1962;21079000;17.4012049907491;368059;2.85653945616455;12.8159985303872;16.863787842182
Gujarat;1963;21627032;19.9888731842631;420499;2.99517577795219;12.949197380271;16.8894545716857
Gujarat;1964;22189906;22.6409251125264;543436;3.11975911436087;13.2056672233199;16.9151480587574
Gujarat;1965;22768038;28.048090924655;648300;3.33392056992544;13.3821088311631;16.9408682683195
Gujarat;1966;23361868;32.3390235746559;658394;3.47627466119643;13.3975588153023;16.9666156784806
Gujarat;1967;23971836;33.0763150557179;664842;3.49881746902068;13.4073046974231;16.9923901992219
Gujarat;1968;24598400;35.8559906335371;661500;3.57951065583412;13.4022652625371;17.0181919581369
Gujarat;1969;25242036;63.5606414633114;661500;4.15199443386604;13.4022652625371;17.0440212579941
Gujarat;1970;25903228;49.1328725516372;906800;3.89452831285395;13.7176771976155;17.0698781521083
Gujarat;1971;26582476;45.9362777192012;906800;3.8272551691459;13.7176771976155;17.0957627596574
Gujarat;1972;27242056;77.0683387480005;973000;4.34469254445185;13.7881393611681;17.1202725136367
Gujarat;1973;27911336;82.1350866185696;954000;4.40836528958041;13.7684189504304;17.1445434725145
Gujarat;1974;28598288;86.9912212926872;1173000;4.46580720888161;13.9750751276356;17.1688574138585
Gujarat;1975;29303416;89.8461803907094;1173000;4.49809910137113;13.9750751276356;17.1932146542223
Gujarat;1976;30027244;112.194778848169;1595000;4.72023645767579;14.2823842942011;17.2176156608562
Gujarat;1977;30770296;109.719451512589;1711000;4.69792666708305;14.3525885528743;17.2420603670115
Gujarat;1978;31533128;132.165765476866;1711000;4.88405693379741;14.3525885528743;17.2665492337049
Gujarat;1979;32316308;165.012661718659;2212000;5.10602220864524;14.6094076416244;17.2910825524189
Gujarat;1980;33120412;198.717334796439;2197000;5.29188338680151;14.6026033513667;17.3156603270175
Gujarat;1981;33946056;229.52298199237;2407000;5.43600316388729;14.6938917167652;17.3402832343812
Gujarat;1982;34629350;284.556308449336;2576000;5.65093115471846;14.7617483662064;17.3602121463497
Gujarat;1983;35294710;311.01261350497;2786000;5.73983346925058;14.8401174333219;17.3792436523167
Gujarat;1984;35974690;360.292194317727;3106000;5.88691535312228;14.9488462826908;17.3983261936054
Gujarat;1985;36669656;402.084491875244;3106000;5.99666224532869;14.9488462826908;17.4174601590381
Gujarat;1986;37379980;502.608615627938;3526000;6.21981176707943;15.07567464194;17.4366458249461
Gujarat;1987;38106044;624.648940204866;3526000;6.43718979625408;15.07567464194;17.4558834626863
Gujarat;1988;38848230;632.214131763532;3526000;6.44922815284319;15.07567464194;17.4751730738945
Gujarat;1989;39606960;671.7783945044;4220000;6.5099285160543;15.2553456860122;17.4945154183569
Gujarat;1990;40382636;711.506301866971;4220000;6.56738427464735;15.2553456860122;17.5139104485598
Gujarat;1991;41175690;916.722949876493;4220000;6.82080529997288;15.2553456860122;17.5333585916289
Gujarat;1992;42007936;1051.55844838461;4220000;6.95802857931795;15.2553456860122;17.5533691107793
Haryana;1966;8687534;12.2589448283023;NA;2.50625586059716;NA;15.9773996825166
Haryana;1967;8933620;26.0140905926153;456212;3.25863833709167;13.030712892739;16.0053322458504
Haryana;1968;9186689;31.5021004847339;33400;3.45005422566348;10.4163111789648;16.0332661464982
Haryana;1969;9446938;39.7906707972467;33400;3.6836324827347;10.4163111789648;16.0612012257997
Haryana;1970;9714574;46.064809429626;503800;3.83004930556387;13.1299346429006;16.0891377901153
Haryana;1971;9989806;51.8928996218745;503800;3.94918197198558;13.1299346429006;16.1170757310168
Haryana;1972;10245740;74.2357311428945;33000;4.30724558605551;10.4042628404486;16.1423725674029
Haryana;1973;10503690;82.7804324004231;504000;4.41619170979599;13.1303315470535;16.1672371819626
Haryana;1974;10769285;109.58944813885;557000;4.69674109377369;13.2303205189094;16.1922086588136
Haryana;1975;11042791;119.127492316028;557000;4.78019428361093;13.2303205189094;16.2172883748337
Haryana;1976;11324490;134.53144468316;617000;4.90179796118327;13.3326243028875;16.2424781952068
Haryana;1977;11614678;150.249537697042;742000;5.01229749651901;13.5171045221495;16.2677802010301
Haryana;1978;11913658;172.591826960284;742000;5.1509294250385;13.5171045221495;16.2931960310344
Haryana;1979;12221746;203.759757402911;1081000;5.31694164006837;13.8933970966213;16.318727382025
Haryana;1980;12539277;241.058555449409;1141000;5.4850398726483;13.9474156288442;16.3443764360045
Haryana;1981;12866590;283.136402108095;1141000;5.64592876777286;13.9474156288442;16.3701445872
Haryana;1982;13183486;322.456442855858;1213000;5.77596806620221;14.0086071879262;16.3944755437209
Haryana;1983;13504624;347.421742360246;1266000;5.85053943780209;14.0513728816863;16.4185427032811
Haryana;1984;13834153;405.713309661965;1311000;6.00564677633428;14.0863007627458;16.4426509477895
Haryana;1985;14172312;434.495091555986;1311000;6.07418464787751;14.0863007627458;16.4668007599665
Haryana;1986;14519347;465.268858165591;1553000;6.14261542810357;14.2556991021308;16.4909925938978
Haryana;1987;14875509;624.704673971156;1553000;6.43727901641672;14.2556991021308;16.5152267272979
Haryana;1988;15241058;673.608092036655;1553000;6.51264847597451;14.2556991021308;16.5395035283853
Haryana;1989;15616260;735.758754016647;1795000;6.60090228512863;14.4005155799045;16.5638232370866
Haryana;1990;16001395;809.723152262662;1795000;6.69669240191384;14.4005155799045;16.5881864639034
Haryana;1991;16396744;914.998733894973;1795000;6.81892268155322;14.4005155799045;16.6125933364981
Haryana;1992;16800302;965.149316958707;1795000;6.87228282196883;14.4005155799045;16.6369074204024
Jammu & Kashmir;1960;NA;NA;12981;NA;9.47124202889299;NA
Jammu & Kashmir;1961;3555470.25;29.4757071866935;21981;3.38356643889875;9.99793372282807;15.0839978909525
Jammu & Kashmir;1962;3638508.5;30.0122976214017;31548;3.401607218381;10.3592654745179;15.1070844028941
Jammu & Kashmir;1963;3733863.75;32.2722006125692;32287.998046875;3.47420619749674;10.3824508626626;15.1329541133982
Jammu & Kashmir;1964;3831813.5;32.6738240261432;29088;3.48657426884406;10.2780809969772;15.1588487477862
Jammu & Kashmir;1965;3932431.5;42.3910753435883;29088;3.74693785290286;10.2780809969772;15.1847684948182
Jammu & Kashmir;1966;4035794;52.0343704361521;29057;3.95190447016302;10.2770146971084;15.2107136185187
Jammu & Kashmir;1967;4141979.25;56.663731475719;32578;4.0371343495533;10.3913924929176;15.2366843112679
Jammu & Kashmir;1968;4251068.5;68.2887137669035;40300;4.22374450792819;10.6041067479348;15.2626809210667
Jammu & Kashmir;1969;4363144;62.4091251629559;40300;4.13371150126969;10.6041067479348;15.2887034563743
Jammu & Kashmir;1970;4478292;81.1246787837863;40400;4.39598721549452;10.6065850639492;15.3147522816969
Jammu & Kashmir;1971;4596600;82.930861941435;40400;4.41800727201135;10.6065850639492;15.340827457733
Jammu & Kashmir;1972;4717068;142.37657799294;69000;4.95847550506283;11.1418617835794;15.3666979781048
Jammu & Kashmir;1973;4840642.5;164.213738155627;82000;5.10116886072687;11.3144745262464;15.3925580178165
Jammu & Kashmir;1974;4967638;181.333664006918;94000;5.20033878175373;11.4510500612521;15.418455033596
Jammu & Kashmir;1975;5098156;202.602666532762;94000;5.31124675329146;11.4510500612521;15.4443894636854
Jammu & Kashmir;1976;5232300.5;215.067922799923;101000;5.37095389823509;11.5228757958234;15.4703616054851
Jammu & Kashmir;1977;5370180;191.520582177879;136000;5.25499528158093;11.8204101647182;15.4963719854764
Jammu & Kashmir;1978;5511903.5;270.414748734262;136000;5.59995688681692;11.8204101647182;15.5224205842655
Jammu & Kashmir;1979;5657588;266.261876969479;206000;5.58448032436478;12.2356314477717;15.5485082109424
Jammu & Kashmir;1980;5807350;339.001437833091;206000;5.826004348767;12.2356314477717;15.5746349146233
Jammu & Kashmir;1981;5961311.5;367.268175803261;206000;5.90609230546515;12.2356314477717;15.6008010651696
Jammu & Kashmir;1982;6114443;361.292107882926;206000;5.8896867942475;12.2356314477717;15.6261642354649
Jammu & Kashmir;1983;6270717.5;453.472828268854;206000;6.11693535214575;12.2356314477717;15.6514013398739
Jammu & Kashmir;1984;6431264.5;542.303927944497;205000;6.29582659694174;12.2307652581205;15.6766817331781
Jammu & Kashmir;1985;6596209;609.66837163589;205000;6.41291515627853;12.2307652581205;15.7020056480299
Jammu & Kashmir;1986;6765681.5;643.15767746383;207000;6.46638991573689;12.2404740722475;15.7273735536115
Jammu & Kashmir;1987;6939816;856.132208692565;207000;6.75242481362286;12.2404740722475;15.7527858191632
Jammu & Kashmir;1988;7118751.5;854.096395976176;207000;6.75004406326889;12.2404740722475;15.7782429168888
Jammu & Kashmir;1989;7302629;934.252582186498;284000;6.83974683227561;12.5567295171433;15.8037449782712
Jammu & Kashmir;1990;7491598.5;1081.59827305214;284000;6.98619510862705;12.5567295171433;15.8292927506136
Jammu & Kashmir;1991;7685811;1154.98546607508;284000;7.05184303939194;12.5567295171433;15.8548864596406
Jammu & Kashmir;1992;7891467.5;1388.61371474951;284000;7.23606120094439;12.5567295171433;15.8812926704574
Karnataka;1960;23055126;16.8422415041236;190611;2.82389010590195;12.1579899810238;16.9533986887999
Karnataka;1961;23510076;18.7196332330019;200076;2.92957287860334;12.2064525733485;16.972939653178
Karnataka;1962;24014920;20.9661327208252;211811;3.04290840829868;12.2634496465893;16.9941858618242
Karnataka;1963;24539448;22.0624359602547;257696.015625;3.09387643203796;12.4595359352287;17.0157925031065
Karnataka;1964;25075974;22.9941217836643;352865;3.1352386086411;12.7738408265074;17.0374207345275
Karnataka;1965;25624784;26.8490068052866;440957;3.29022882977859;12.9967026440061;17.059070566119
Karnataka;1966;26186176;29.7714335991632;430257;3.39354932970173;12.9721379835521;17.080742195896
Karnataka;1967;26760456;28.3739559594949;621775;3.3454716807456;13.3403335699445;17.1024358334379
Karnataka;1968;27347928;36.7450141012511;784600;3.60400254574049;13.5729293127576;17.1241513252787
Karnataka;1969;27948922;38.9102663780735;784600;3.66125813297852;13.5729293127576;17.1458891879486
Karnataka;1970;28410574.4;39.1837870070135;830630.266666667;3.72613786824321;13.8131261365953;17.166890820514
Karnataka;1971;28956791.3818182;41.540216607468;903922.169412879;3.8159811724251;13.9915799471451;17.1883977596962
Karnataka;1972;29503008.3636364;43.8966462079225;977214.072159091;3.905824476607;14.1700337576949;17.2099046988785
Karnataka;1973;30049225.3454546;46.253075808377;1050505.9749053;3.99566778078889;14.3484875682447;17.2314116380607
Karnataka;1974;30595442.3272727;48.6095054088314;1123797.87765152;4.08551108497078;14.5269413787944;17.252918577243
Karnataka;1975;31141659.3090909;50.9659350092859;1197089.78039773;4.17535438915268;14.7053951893442;17.2744255164252
Karnataka;1976;31687876.2909091;53.3223646097404;1270381.68314394;4.26519769333457;14.883848999894;17.2959324556075
Karnataka;1977;32234093.2727273;55.6787942101949;1343673.58589016;4.35504099751646;15.0623028104438;17.3174393947897
Karnataka;1978;32780310.2545455;58.0352238106494;1416965.48863637;4.44488430169836;15.2407566209935;17.338946333972
Karnataka;1979;33326527.2363637;60.3916534111038;1490257.39138258;4.53472760588025;15.4192104315433;17.3604532731542
Karnataka;1980;36102516;167.750081462466;1470000;5.12247526146995;14.2007729587549;17.4018731161654
Karnataka;1981;36985970;186.289557905335;1740000;5.22730222614584;14.3693956711907;17.4260492095089
Karnataka;1982;37730516;226.768698313058;1875000;5.42393054783603;14.4441192173866;17.4459797679668
Karnataka;1983;38457550;249.467269755874;2010000;5.51932772324309;14.5136452800353;17.4650655935477
Karnataka;1984;39199356;311.74746850433;2220000;5.74219346425237;14.6130177538485;17.4841708760543
Karnataka;1985;39956250;351.449397778821;2220000;5.86206574008743;14.6130177538485;17.5032956634972
Karnataka;1986;40728544;385.449575609676;2530000;5.95441038187905;14.7437298607037;17.5224397313794
Karnataka;1987;41516590;450.022509074083;2530000;6.10929760167803;14.7437298607037;17.5416036643547
Karnataka;1988;42320720;485.239854142368;2530000;6.18464331331403;14.7437298607037;17.5607873586021
Karnataka;1989;43141270;546.569444988523;2645000;6.30366137180073;14.7881816232745;17.5799906375277
Karnataka;1990;43978610;613.532351295323;2645000;6.41923299510838;14.7881816232745;17.5992139373163
Karnataka;1991;44833096;761.542321324407;2645000;6.63534574705409;14.7881816232745;17.6184571746437
Karnataka;1992;45570120;826.710572629609;2645000;6.71745466113247;14.7881816232745;17.634762796548
Kerala;1960;16471169;19.6343076802867;122262;2.97727842793733;11.713921562029;16.6171220771699
Kerala;1961;16841202;22.5043319354521;151315;3.1137078211433;11.9271190356422;16.6393389419034
Kerala;1962;17235076;23.9163436238981;151315;3.17456205886569;11.9271190356422;16.6624571675549
Kerala;1963;17641444;24.6975247604448;193705;3.20670302648462;12.174091662175;16.6857614646031
Kerala;1964;18057566;26.5539663540479;193505;3.27917912839631;12.1730586309114;16.7090753238915
Kerala;1965;18483676;30.5837431904779;197105;3.4204685995003;12.1914918606526;16.7323985221452
Kerala;1966;18920026;35.4227843027277;362600;3.56735523747323;12.8010555773029;16.7557314957943
Kerala;1967;19366862;43.0580855070894;528600;3.76255002989553;13.1779872811523;16.7790740191617
Kerala;1968;19824442;46.5536432248635;546600;3.84060526542668;13.2114725524761;16.8024261788091
Kerala;1969;20293030;51.1407118601806;546600;3.93458088959761;13.2114725524761;16.8257880353003
Kerala;1970;20772900;52.327792460369;548100;3.95752763452142;13.2142130310342;16.8491598105641
Kerala;1971;21264326;58.6193044632593;548100;4.07106407003425;13.2142130310342;16.8725413908936
Kerala;1972;21659102;66.3277729612243;624000;4.19460870783773;13.3439056473516;16.8909363397672
Kerala;1973;22040032;74.0516166219722;625000;4.30476237196736;13.3455069287185;16.9083709941536
Kerala;1974;22428602;91.4992383386178;625000;4.51633064807872;13.3455069287185;16.9258475773137
Kerala;1975;22824996;112.131454480868;625000;4.71967188376892;13.3455069287185;16.9433668091988
Kerala;1976;23229390;121.910218047052;1013000;4.80328485616582;13.8284267832308;16.9609288452542
Kerala;1977;23641982;127.620433853642;1012000;4.84906049800849;13.8274391288295;16.9785345879353
Kerala;1978;24062960;147.458999225365;1012000;4.99355016578522;13.8274391288295;16.9961842867127
Kerala;1979;24492524;158.154382129012;1012000;5.06357165805581;13.8274391288295;17.0138784860923
Kerala;1980;24930876;202.375560329288;1012000;5.31012518076129;13.8274391288295;17.0316175932699
Kerala;1981;25378232;218.801687997809;1012000;5.3881657853161;13.8274391288295;17.0494023566736
Kerala;1982;25707104;217.430170275111;1012000;5.38187774277278;13.8274391288295;17.0622779319019
Kerala;1983;26021784;268.970797697806;1012000;5.5946028149647;13.8274391288295;17.0744445913424
Kerala;1984;26348522;302.848106622451;1012000;5.71323138154164;13.8274391288295;17.0869227402969
Kerala;1985;26687892;390.679039018893;1012000;5.96788635081095;13.8274391288295;17.0997205373698
Kerala;1986;27040496;408.505820307438;1476000;6.01250616219718;14.2048462841426;17.1128461521661
Kerala;1987;27406970;421.155640335287;1476000;6.04300245737094;14.2048462841426;17.1263079185713
Kerala;1988;27787978;483.925098832308;1476000;6.18193014026222;14.2048462841426;17.1401140390859
Kerala;1989;28184218;518.126846733871;1477000;6.25022009014641;14.2055235615135;17.1542727338583
Kerala;1990;28596416;630.358713483536;1477000;6.4462890438284;14.2055235615135;17.1687919532522
Kerala;1991;29025348;678.413916001972;1477000;6.51975759724191;14.2055235615135;17.1836800751404
Kerala;1992;29317454;777.898380943993;1477000;6.65659589989419;14.2055235615135;17.1936935962874
Madhya Pradesh;1960;31557592;12.1587223765362;196162;2.49804680329896;12.1866961274366;17.2673247519182
Madhya Pradesh;1961;32254600;14.9777086059043;269978;2.70656300283116;12.5060957531792;17.2891712266935
Madhya Pradesh;1962;33055852;15.7067498971135;265088;2.7540905497134;12.4878171253152;17.3137091736408
Madhya Pradesh;1963;33895970;16.6391461875851;294090;2.81175812323438;12.5916411219239;17.338806686228
